modality,pred_id,roi,ad,azimuth,dxx,dxy,dxz,dyy,dyz,dzz,fa,inclination,md,rd,ses,sub
bssfp,0,CSF,0.1180353206468097,1.5464422499014114,0.1423054859614346,0.4175123301110742,0.3316378126116691,0.1500535302108794,0.3990808052570825,0.144263293368262,0.2634637278764861,0.4704385364514586,0.1457722190699369,0.1683985286822246,1.0,117.0
bssfp,0,GM,0.136185514155299,1.6228281823625743,0.1745965109426349,0.6337843885365366,0.7060142237827377,0.1845574567600985,0.6940599165798575,0.1932173693825051,0.3657917818305483,0.4834568149730721,0.1823437332452046,0.2162630235976442,1.0,117.0
bssfp,0,WM,0.1645257123587898,1.836664584537316,0.2330866241130726,1.8446349228620025,2.34315102277957,0.2328563920322471,2.166001891117609,0.2544376266348224,0.4192363099444715,0.4986205824772343,0.2370180730072991,0.2988998574952039,1.0,117.0
bssfp,1,CSF,0.1179952181017933,1.5472249575049648,0.0474982393333455,0.0423083680320916,0.041059404642642,0.050007215054551,0.0449247519780973,0.0476676534250056,0.2667947784288848,0.4732494190869792,0.1458510906166781,0.1685854883770093,1.0,117.0
bssfp,1,GM,0.1373589711942885,1.6121791155088536,0.0545128507321329,0.0485998406139555,0.0461823273072515,0.057696817989948,0.0537374367177095,0.0592381756677121,0.3741692862324379,0.4833414077121269,0.1845693463709133,0.2194637227339792,1.0,117.0
bssfp,1,WM,0.1653503722315715,1.775943516945625,0.0681333602933936,0.0639352558549185,0.0622757904359953,0.0710881971190456,0.075240061576652,0.076971642987961,0.4245099505032139,0.5019988473571886,0.2390753023386181,0.301997248576701,1.0,117.0
bssfp,2,CSF,0.1258282897664485,1.569756957406126,0.1543434465968327,0.4415643977360129,0.3294102200180741,0.1614189907204416,0.4089232631177962,0.1572257313300981,0.2701785758288565,0.4808333169267854,0.1557196878618891,0.1811665623983596,1.0,117.0
bssfp,2,GM,0.1395683164185639,1.6616736926365392,0.178474285375807,0.6367001245559973,0.7091156858753,0.1883695557849834,0.7083701616382295,0.1972530913974259,0.3717698841828848,0.4960616414770271,0.1861912086070233,0.2227196584952993,1.0,117.0
bssfp,2,WM,0.1630679217094692,1.9378632730681715,0.2333723986757302,1.6527686295185502,2.420666888980892,0.2323183991383956,2.183982213737022,0.2554352986883202,0.421415124336358,0.5058023709321855,0.237092964189388,0.3004558351175153,1.0,117.0
bssfp,3,CSF,0.1488293276489724,1.800533207550827,0.0669189696875382,0.0827729699856237,0.0738850436935,0.0697208525833518,0.0759501487561098,0.0685180154842366,0.296224738945179,0.4632772405372529,0.2475143765562851,0.2246571136000443,2.0,117.0
