modality,pred_id,roi,ad,azimuth,dxx,dxy,dxz,dyy,dyz,dzz,fa,inclination,md,rd,ses,sub
pc-bssfp,19,GM,248181102075.5985,4.104995295852728,0.2212644588234559,81.28503356795275,36.272036806447375,0.2139311752348795,32.940482830960455,0.2241096216357961,2.676908654101565,1.3486534456426715,0.2140234757736668,0.270411794601589,1.0,86.0
pc-bssfp,19,WM,0.245827467774934,4.80617407988806,0.2401975446511919,14.454238236944978,15.713680361720822,0.2715371079061628,23.848274471844697,0.2777837764445956,0.9012176246269706,1.7728907338278428,0.2451977814444238,0.2546796972023757,1.0,86.0
pc-bssfp,20,CSF,840352048969.3544,3.629440100416901,0.2565935418274312,30.31172210200256,33.60301230900688,0.2577473390020811,62.19386556121097,0.2620480459455079,2.0417326288187527,1.0934554658995634,0.2470709433420845,0.2806184630452208,1.0,86.0
pc-bssfp,20,GM,237339483968.91495,4.115349201392902,0.2220154469576367,80.10762274425826,35.60411243418489,0.2154320601890506,32.702488583653675,0.2241193105137734,2.657768378177586,1.346735419042981,0.2142671369941836,0.2688116447227472,1.0,86.0
pc-bssfp,20,WM,0.2471166540023228,5.16647822302807,0.2406700753640209,14.39442847362744,15.81909379743832,0.2700628443009296,23.665847086442465,0.2755226159020651,0.8884765600863512,1.7529522248941796,0.2434416675369794,0.2494273046558585,1.0,86.0
pc-bssfp,21,CSF,6141476347756.81,2.9610145013881417,0.2957959453872839,27.39797633502137,31.041920136523,0.2991417893969075,25.40096340206868,0.3239607200933073,1.9804893814007416,1.113018213642345,0.3256017585840686,0.3585202668677451,2.0,86.0
pc-bssfp,21,GM,1211466700618.0664,6.163993856139554,0.2336652942820264,34.384469178134765,37.01104790967173,0.2289750200987253,42.17156437953482,0.2352032607561017,2.6543538808566933,1.4074957942330046,0.2245722586253567,0.28331666219189,2.0,86.0
pc-bssfp,21,WM,0.245089612622746,7.318824622204652,0.2419389090589505,17.516064337904957,58.58993696914344,0.274024649139406,32.79416960956039,0.2786396590206901,0.9139043487578056,1.7619887010107556,0.2459213873435429,0.2554905281843211,2.0,86.0
pc-bssfp,22,CSF,6084740973317.243,2.9549016306528784,0.0648478279460918,0.0517102146364453,0.0503140313744923,0.0658757918193464,0.0543381783768344,0.0642100143610159,1.9912007778464735,1.11155086655234,0.3209753480117973,0.3500833691649632,2.0,86.0
pc-bssfp,22,GM,1189354488204.2568,5.434802433943495,0.0491988627622241,0.0618608234901206,0.0606230350481824,0.0488724947324421,0.0644787349598958,0.049352832895364,2.687029891403049,1.401106238668062,0.2197791343441283,0.2795662736878493,2.0,86.0
pc-bssfp,22,WM,0.2446961954380904,6.450152896397412,0.0495589980520159,0.0745932028216326,0.0715673880925257,0.0578832513433426,0.0717243182086205,0.0580798624227424,0.9293819911043936,1.7615340980046754,0.2465187119338289,0.2565919265570403,2.0,86.0
pc-bssfp,23,CSF,4835440271476.945,2.95059178252961,0.2976064612601005,27.685430694492037,30.590715359327664,0.3002749645395937,25.5477608928566,0.3324359710677778,1.9893771118612875,1.109630473589968,0.3325474228609869,0.3578694887521821,2.0,86.0
pc-bssfp,23,GM,908487657948.9464,6.191076282009692,0.2290171619534221,33.714851564262375,36.42872104020238,0.2238033146328562,41.93028069912809,0.2319350740171067,2.665398250557689,1.3975286563062457,0.2202384805877834,0.2781221641940566,2.0,86.0
pc-bssfp,23,WM,0.2460857922707422,7.319066143827349,0.2418427124301286,17.235321046637303,57.459412942421,0.2715880839512688,32.52518643914168,0.2765558187812065,0.9162277214053514,1.7524683278976794,0.2452657967698297,0.2523142367557999,2.0,86.0
pc-bssfp,24,CSF,0.2476852463199546,4.455194610585978,0.3038079124889166,31.581128463504463,24.92514096985199,0.2903428858853326,38.16833414419397,0.2833907807581402,2.033490158867401,1.0654152504240413,0.2653016071741786,0.3208223352033251,3.0,86.0
pc-bssfp,24,GM,0.1470207505510941,4.511833769833471,0.2430721618453252,39.33629012274101,29.47136758595181,0.2339526683574156,63.98913998868809,0.2332706868313345,2.6317859174118534,1.363745767804201,0.2216710880407918,0.2800807743572401,3.0,86.0
