Scalar,ROI,Modality,Median,1-Percentile,25-Percentile,75-Percentile,99-Percentile,Mean,Std,Max,Min
md,CSF,pc-bssfp,0.18337534980339404,0.10166071297623813,0.1434043150689375,0.2130987283768493,0.5120807684325928,0.19466561297914375,0.07726443663364659,0.5189571291024115,0.0914249653691034
md,CSF,t1w,0.15904054116743876,0.0834041922070321,0.12249466467540707,0.18824062924996668,0.4436553211428476,0.17009359390013903,0.07163966446144714,0.4436553211428476,0.0834041922070321
md,GM,bssfp,0.1286445047261287,0.06673465667192142,0.0945940217617422,0.16430962534927845,0.2769702392825703,0.13567701685360517,0.04906373023597871,0.2788893389854496,0.0658795876197261
md,GM,dwi-tensor,0.0658858798435748,0.0500502025336291,0.0590236727638786,0.09433273735081837,0.1446089053251578,0.07801080898706049,0.026957417512341146,0.1446089053251578,0.0500502025336291
md,GM,pc-bssfp,0.13358936136317773,0.07554568535252744,0.10961100676385523,0.1787014432541961,0.23247207383217303,0.14239593854454793,0.04429892864340698,0.2418423984277413,0.0740561854755565
md,GM,t1w,0.11573943898319915,0.0608015665220464,0.07526833046702777,0.16235345962060138,0.2740151574863868,0.1302956349598979,0.05886378381664133,0.2740151574863868,0.0608015665220464
md,WM,bssfp,0.10987805624769956,0.04889596028522023,0.05879407037912907,0.17743111293440986,0.28015495642842936,0.1250435035390176,0.0682230889855135,0.2859390004771207,0.047946687660033
md,WM,dwi-tensor,0.07617020519044884,0.0453279250424532,0.06577973521098177,0.1334513832648227,0.1834638333051043,0.09502347001459477,0.04283006673435139,0.1834638333051043,0.0453279250424532
md,WM,pc-bssfp,0.09705790998653305,0.039552379003231976,0.07702554770918171,0.11474923956650188,0.256779039861915,0.10113243744292628,0.04696093660274912,0.2656500259225851,0.0392655701012647
md,WM,t1w,0.08842373766821734,0.0408740559945137,0.05503943032716317,0.17028513612193646,0.2645360587724957,0.11889052725982298,0.07734049267687995,0.2645360587724957,0.0408740559945137
ad,CSF,bssfp,0.13688350190823223,0.08181564626694893,0.11041385314260413,0.18370618878857223,2.581204309202473,0.2428031562870791,0.42733544983401744,2.6666064786410804,0.0791414118091272
ad,CSF,dwi-tensor,0.05508266965662595,0.0390588739673329,0.049003954108673545,0.07000919581806608,0.1237364628850699,0.060209615926117274,0.01835751388425108,0.1237364628850699,0.0390588739673329
ad,CSF,pc-bssfp,0.14130035396795385,0.08708717487881015,0.12147155552423056,0.20632887626456725,2.6730271417072102,0.2488695667869902,0.4255932412826446,2.6956810292921083,0.0826419329486231
ad,CSF,t1w,0.1350479560426737,0.0744211496279347,0.09475706108664365,0.18358368794219865,2.820368062708899,0.2433641307100005,0.46182865291819253,2.820368062708899,0.0744211496279347
ad,GM,bssfp,0.11464884545875315,0.06425483537906088,0.0831594268245765,0.13940695550061422,0.47139813439376804,0.14020188697953226,0.09912415303018442,0.4791152906109218,0.06157715505902
ad,GM,dwi-tensor,0.05140329175228245,0.0381765951656234,0.042506805006436325,0.06291760974666083,0.1367374009594416,0.055899117626997834,0.01845570657800603,0.1367374009594416,0.0381765951656234
ad,GM,pc-bssfp,0.10526801111282966,0.0705027221503888,0.08930828201788903,0.13482058386797036,0.4648970729434134,0.14161329771122153,0.0977364325610048,0.4806929178350665,0.070234190160208
ad,GM,t1w,0.10355592384164145,0.0563092904838015,0.07070469435672039,0.1407595441367235,0.469524944642899,0.1350980383030987,0.10655303107491836,0.469524944642899,0.0563092904838015
ad,WM,bssfp,0.093620354533927,0.06387146562966181,0.0689178381510238,0.13586947689041948,0.3923670292300351,0.11812825278759818,0.07442046100226136,0.4091794017759996,0.062901939299454
ad,WM,dwi-tensor,0.04393851029115755,0.0319297960168832,0.03818844943799458,0.08271533592310523,0.1090958123016296,0.05986212221596276,0.026629596740260074,0.1090958123016296,0.0319297960168832
ad,WM,pc-bssfp,0.07925159848646784,0.06435774548467636,0.07131216746114159,0.09537420616923012,0.40316481345684263,0.10231718509861948,0.07320440960847643,0.4059052929525804,0.0643002654427838
ad,WM,t1w,0.0802487628300922,0.052627943264762,0.059577073878819546,0.13136426963130787,0.4403448892279992,0.11103070131888576,0.08252269402634016,0.4403448892279992,0.052627943264762
rd,CSF,bssfp,0.1746858639086762,0.11480775714785678,0.1501236417241052,0.22426106761679138,0.4461656355440206,0.19378719685691628,0.06792540922103302,0.4522681434983345,0.1141504156021117
rd,CSF,dwi-tensor,0.0837706534071523,0.052972724084559,0.06789695477321607,0.10380521051032907,0.18979520337733,0.08953168170031961,0.030666625785821185,0.18979520337733,0.052972724084559
rd,CSF,pc-bssfp,0.21035708944021836,0.11807890579116588,0.18058493031218506,0.2558738032790536,0.3722842280434855,0.21999271183449376,0.06239151495264904,0.4360810935806286,0.1063480684766139
rd,CSF,t1w,0.170857456920381,0.0928203490590877,0.1399843549063593,0.2137362126338974,1.3091999237870484,0.20875994605839682,0.1940787308029735,1.3091999237870484,0.0928203490590877
rd,GM,bssfp,0.15908715656769307,0.08953906024199408,0.11580326858177697,0.1910401734568528,0.47436510195883397,0.16458879400732498,0.06600332013804476,0.4821300114149977,0.0838081932813481
rd,GM,dwi-tensor,0.083590831956488,0.0628615369764496,0.07059982727637862,0.12659461962715682,0.1904417935254077,0.1022450284688771,0.039162252138571045,0.1904417935254077,0.0628615369764496
rd,GM,pc-bssfp,0.16453245252136917,0.09626383619517197,0.13204444706420354,0.21840326263040521,0.3837277822223051,0.17751227187162907,0.06424202105769124,0.4644479254803835,0.0897198807398568
rd,GM,t1w,0.1436897663889185,0.0716292877053246,0.09073892030870402,0.20356576318702982,1.023215018582963,0.17431448995965984,0.15886167805550883,1.023215018582963,0.0716292877053246
rd,WM,bssfp,0.13230394611884574,0.070892294742941,0.08788255613400485,0.22164566606399663,0.4222855726545167,0.16446459777230907,0.08656326855325225,0.4243085131389901,0.0706668723032299
rd,WM,dwi-tensor,0.11466040162569975,0.0741418979907695,0.0969216648610319,0.18172955692718443,0.246023588666945,0.13499845572144073,0.05275602115146143,0.246023588666945,0.0741418979907695
rd,WM,pc-bssfp,0.1457820636167962,0.0704693518615901,0.10522906485077589,0.17013895918633443,0.4978398655812197,0.15501574228021153,0.0825721152526936,0.5049831426995024,0.0700819874439235
rd,WM,t1w,0.1145679831642365,0.062652401793868,0.07702954308652572,0.20646859554781452,0.6933319934858685,0.16612995124066626,0.13132669355312604,0.6933319934858685,0.062652401793868
inclination,CSF,bssfp,0.4459421259924875,0.4074137093376915,0.4276383863121483,0.4620329463604602,0.706839511033529,0.46604260790596225,0.07419653941168255,0.7095095678581216,0.4039686466592243
inclination,CSF,dwi-tensor,0.3750261364917916,0.3084596228559071,0.34456629000086014,0.3842972441280552,0.8376415579736814,0.40471685009416025,0.1295679242323786,0.8376415579736814,0.3084596228559071
inclination,CSF,pc-bssfp,0.4814224401492967,0.42883053085959477,0.46088470391369807,0.49694564609899566,0.640772408744888,0.48929491625220395,0.046913218081162604,0.6520535471738996,0.42812795579856
inclination,CSF,t1w,0.45035112560683954,0.4069996145400192,0.43624381004966006,0.47196523636225457,0.6274958304069015,0.46637018164140503,0.054189065914424364,0.6274958304069015,0.4069996145400192
inclination,GM,bssfp,0.45166954550477634,0.39873520085797365,0.43078753766560074,0.4739036434849146,0.7432854161303856,0.4736294126105782,0.08251687293739025,0.7451645375282611,0.396561007462948
inclination,GM,dwi-tensor,0.3478389006758617,0.2957243478234283,0.33323880489298235,0.3655211275634075,0.9128913873132128,0.39297897112453484,0.1534819175713063,0.9128913873132128,0.2957243478234283
inclination,GM,pc-bssfp,0.4744727007225271,0.423099402791902,0.45802540150635285,0.4902631479410441,0.6765197171011547,0.4851083751477423,0.05411789556316385,0.6888079569405228,0.419680200663636
inclination,GM,t1w,0.41474228751419695,0.3676277587193721,0.4038238989656032,0.43717757787649447,0.6674585906385718,0.4388661365440521,0.07164972929683325,0.6674585906385718,0.3676277587193721
inclination,WM,bssfp,0.46043623406105394,0.37396537542940594,0.40562341944610625,0.5079128645197414,0.6906317116651429,0.47046107799571013,0.0809920974151177,0.6923870351675135,0.3722919596884076
inclination,WM,dwi-tensor,0.3198590986133154,0.2486691692820403,0.2707553319077011,0.3816603209811367,0.7880120575357541,0.3574212721983167,0.13679143812273475,0.7880120575357541,0.2486691692820403
inclination,WM,pc-bssfp,0.44718787636374246,0.3906272626261963,0.42103157545600994,0.5081946053029703,0.6681456907777028,0.47185966688661524,0.06723119440668342,0.6741303731344276,0.3873366753555058
inclination,WM,t1w,0.4833882210656293,0.3575334109815604,0.4157039014293503,0.508211136693429,0.6434745812485718,0.4722856692964019,0.07310799106804279,0.6434745812485718,0.3575334109815604
azimuth,CSF,bssfp,1.5514795038227642,1.4325334910722702,1.4906801617168102,1.6792166556983548,401939004.9738151,11256051.990322473,66443166.867108926,404292912.85437375,1.4291701875512384
azimuth,CSF,dwi-tensor,1.3204696328886767,1.1456096003381988,1.2685392800474091,1.4688189266275258,580796372.5161637,16226054.661349608,95875684.49682055,580796372.5161637,1.1456096003381988
azimuth,CSF,pc-bssfp,1.5803553307372415,1.4811857652973777,1.5343343620527778,1.703953637254472,515580448.5588952,14273130.44101411,84420814.93549457,521870110.8854998,1.4795485279382876
azimuth,CSF,t1w,1.5023548172557422,1.383565629898703,1.419619611181977,1.6085288637453434,394916515.40342873,11068255.642559268,65186307.34476136,394916515.40342873,1.383565629898703
azimuth,GM,bssfp,1.734852396072368,1.4849811534213448,1.626504238699266,1.9319491589750364,6774147.615739692,250185.3898016218,1168479.5787383015,7538716.444495273,1.4817155811913838
azimuth,GM,dwi-tensor,1.4553392004877126,1.1430168560648233,1.3569218706642674,1.6506657626790364,7475057.799224277,279004.05243526265,1258501.0772999679,7475057.799224277,1.1430168560648233
azimuth,GM,pc-bssfp,1.8115193859521384,1.5028387656742102,1.6903834121343568,1.948187431725357,7188154.252419894,250019.6421589532,1196977.4590690886,7327370.005105665,1.4845959366458472
azimuth,GM,t1w,1.6170896739041845,1.386573315240047,1.5339589780772913,1.7855079963021505,5889893.775131666,233598.76826183524,1004511.221480082,5889893.775131666,1.386573315240047
azimuth,WM,bssfp,2.0770087374253947,1.5942657039931534,1.802199118259109,2.5097332608781215,1240409.6312287867,93875.98663978306,313993.0601827441,1280865.0323756682,1.561327710518542
azimuth,WM,dwi-tensor,1.6577759957494336,1.1517356168510575,1.459040108846458,2.0544080319701923,1900718.011033781,129668.6234770537,438197.35944750515,1900718.011033781,1.1517356168510575
azimuth,WM,pc-bssfp,2.13827779020114,1.6220885710036315,1.8866581800951727,2.479901893589067,2195339.2241576575,146969.3347555135,500483.3352493282,2283579.02604132,1.6164184475558916
azimuth,WM,t1w,2.0811504496571613,1.4964374856907712,1.8152021792551674,2.606074512177232,2397713.9894437343,135211.70052864277,479103.8088540825,2397713.9894437343,1.4964374856907712
